Date,Mainland China,Other locations,Total,plusNum,plusPercentNum,date_day
2020-02-10 22:30:00,42644,463,43107,90870,0.045827974884635754,2020-02-10
2020-02-09 23:00:00,40160,382,40542,90870,0.045827974884635754,2020-02-09
2020-02-08 22:00:00,37174,355,37529,90870,0.045827974884635754,2020-02-08
2020-02-07 23:00:00,34569,332,34901,90870,0.045827974884635754,2020-02-07
2020-02-06 21:30:00,31130,320,31450,90870,0.045827974884635754,2020-02-06
2020-02-05 23:00:00,28017,258,28275,90870,0.045827974884635754,2020-02-05
2020-02-04 20:00:00,23858,214,24072,90870,0.045827974884635754,2020-02-04
2020-02-03 20:00:00,20014,186,20200,90870,0.045827974884635754,2020-02-03
2020-02-02 22:00:00,17190,181,17371,90870,0.045827974884635754,2020-02-02
2020-02-01 23:00:00,14375,174,14549,90870,0.045827974884635754,2020-02-01
2020-01-31 19:00:00,11221,153,11374,90870,0.045827974884635754,2020-01-31
2020-01-30 21:30:00,9658,117,9775,90870,0.045827974884635754,2020-01-30
2020-01-29 21:00:00,7678,105,7783,90870,0.045827974884635754,2020-01-29
2020-01-28 23:00:00,5970,87,6057,90870,0.045827974884635754,2020-01-28
2020-01-27 20:30:00,4409,64,4473,90870,0.045827974884635754,2020-01-27
2020-01-26 23:00:00,2737,57,2794,90870,0.045827974884635754,2020-01-26
2020-01-25 22:00:00,1979,40,2019,90870,0.045827974884635754,2020-01-25
2020-01-24 12:00:00,916,25,941,90870,0.045827974884635754,2020-01-24
2020-01-23 00:00:00,639,15,654,90870,0.045827974884635754,2020-01-23
2020-01-22 00:00:00,549,6,555,90870,0.045827974884635754,2020-01-22
2020-01-21 00:00:00,327,5,332,90870,0.045827974884635754,2020-01-21
