Date,Mainland China,Other locations,Total,plusNum,plusPercentNum,date_day
2020-02-11 23:00:00,38784,458,39242,41936,0.02821222134914911,2020-02-11
2020-02-10 22:30:00,37615,412,38027,41936,0.02821222134914911,2020-02-10
2020-02-09 23:00:00,35937,339,36274,41936,0.02821222134914911,2020-02-09
2020-02-08 22:00:00,33690,320,34009,41936,0.02821222134914911,2020-02-08
2020-02-07 23:00:00,31785,299,32084,41936,0.02821222134914911,2020-02-07
2020-02-06 21:30:00,28957,296,29253,41936,0.02821222134914911,2020-02-06
2020-02-05 23:00:00,26265,236,26501,41936,0.02821222134914911,2020-02-05
2020-02-04 20:00:00,22486,195,22681,41936,0.02821222134914911,2020-02-04
2020-02-03 20:00:00,18965,172,19137,41936,0.02821222134914911,2020-02-03
2020-02-02 22:00:00,16352,169,16521,41936,0.02821222134914911,2020-02-02
2020-02-01 23:00:00,13740,164,13904,41936,0.02821222134914911,2020-02-01
2020-01-31 19:00:00,10721,143,10864,41936,0.02821222134914911,2020-01-31
2020-01-30 21:30:00,9266,109,9375,41936,0.02821222134914911,2020-01-30
2020-01-29 21:00:00,7381,99,7480,41936,0.02821222134914911,2020-01-29
2020-01-28 23:00:00,5734,81,5815,41936,0.02821222134914911,2020-01-28
2020-01-27 20:30:00,4243,61,4304,41936,0.02821222134914911,2020-01-27
2020-01-26 23:00:00,2606,54,2660,41936,0.02821222134914911,2020-01-26
2020-01-25 22:00:00,1874,40,1914,41936,0.02821222134914911,2020-01-25
2020-01-24 12:00:00,854,25,879,41936,0.02821222134914911,2020-01-24
2020-01-23 00:00:00,591,15,606,41936,0.02821222134914911,2020-01-23
2020-01-22 00:00:00,532,6,538,41936,0.02821222134914911,2020-01-22
2020-01-21 00:00:00,321,5,326,41936,0.02821222134914911,2020-01-21
